From country,To country,Jury A,Jury B,Jury C,Jury D,Jury E,Jury Rank,Televote Rank,Jury Points,Televote Points,Competition
Switzerland,Ireland,9,15,12,16,16,15,9,0,2,2016Semi2
Switzerland,F.Y.R. Macedonia,17,17,15,14,12,17,7,0,4,2016Semi2
Switzerland,Lithuania,2,6,1,7,2,3,11,8,0,2016Semi2
Switzerland,Australia,7,2,4,1,1,1,5,12,6,2016Semi2
Switzerland,Slovenia,16,11,10,15,13,14,17,0,0,2016Semi2
Switzerland,Bulgaria,6,8,3,9,10,7,8,4,3,2016Semi2
Switzerland,Denmark,10,13,11,17,17,16,10,0,1,2016Semi2
Switzerland,Ukraine,5,9,5,5,7,6,6,5,5,2016Semi2
Switzerland,Norway,13,14,13,6,8,9,12,2,0,2016Semi2
Switzerland,Georgia,15,4,9,12,15,11,15,0,0,2016Semi2
Switzerland,Albania,14,10,14,8,9,12,2,0,10,2016Semi2
Switzerland,Belgium,4,1,6,4,3,4,3,7,8,2016Semi2
Ukraine,Latvia,8,3,7,6,4,5,8,6,3,2016Semi2
Ukraine,Poland,10,12,12,8,11,10,1,1,12,2016Semi2
Ukraine,Switzerland,13,11,16,7,13,14,16,0,0,2016Semi2
Ukraine,Israel,5,6,5,4,2,4,9,7,2,2016Semi2
Ukraine,Belarus,9,7,4,9,10,6,2,5,10,2016Semi2
Ukraine,Serbia,6,5,11,11,15,8,14,3,0,2016Semi2
Ukraine,Ireland,7,10,6,16,9,9,13,2,0,2016Semi2
Ukraine,F.Y.R. Macedonia,17,17,17,17,16,17,15,0,0,2016Semi2
Ukraine,Lithuania,2,4,3,5,5,3,5,8,6,2016Semi2
Ukraine,Australia,1,2,2,3,1,1,4,12,7,2016Semi2
Ukraine,Slovenia,11,9,13,14,12,13,12,0,0,2016Semi2
Ukraine,Bulgaria,12,8,15,15,6,11,6,0,5,2016Semi2
Ukraine,Denmark,16,14,10,10,14,15,11,0,0,2016Semi2
Ukraine,Norway,15,13,9,13,8,12,10,0,1,2016Semi2
Ukraine,Georgia,3,16,14,1,7,7,3,4,8,2016Semi2
Ukraine,Albania,14,15,8,12,17,16,17,0,0,2016Semi2
Ukraine,Belgium,4,1,1,2,3,2,7,10,4,2016Semi2
United Kingdom,Latvia,5,14,7,12,16,11,6,0,5,2016Semi2
United Kingdom,Poland,8,16,11,14,5,12,2,0,10,2016Semi2
United Kingdom,Switzerland,17,10,8,9,17,16,18,0,0,2016Semi2
United Kingdom,Israel,1,15,9,6,13,7,9,4,2,2016Semi2
United Kingdom,Belarus,16,8,2,11,9,8,13,3,0,2016Semi2
United Kingdom,Serbia,12,13,17,7,11,15,17,0,0,2016Semi2
United Kingdom,Ireland,6,5,5,18,15,9,4,2,7,2016Semi2
United Kingdom,F.Y.R. Macedonia,18,18,18,16,18,18,14,0,0,2016Semi2
United Kingdom,Lithuania,3,4,4,8,7,3,1,8,12,2016Semi2
United Kingdom,Australia,2,3,6,2,8,2,5,10,6,2016Semi2
United Kingdom,Slovenia,10,9,16,10,12,13,15,0,0,2016Semi2
United Kingdom,Bulgaria,4,11,10,5,3,6,3,5,8,2016Semi2
United Kingdom,Denmark,13,17,13,17,14,17,11,0,0,2016Semi2
United Kingdom,Ukraine,15,7,1,4,6,5,8,6,3,2016Semi2
United Kingdom,Norway,9,6,12,15,10,10,12,1,0,2016Semi2
United Kingdom,Georgia,7,2,3,1,1,1,10,12,1,2016Semi2
United Kingdom,Albania,14,12,14,13,4,14,16,0,0,2016Semi2
United Kingdom,Belgium,11,1,15,3,2,4,7,7,4,2016Semi2
Armenia,Finland,4,3,4,6,3,3,13,8,0,2016Semi1
Armenia,Greece,7,7,9,10,9,8,4,3,7,2016Semi1
Armenia,Moldova,6,6,6,4,6,5,15,6,0,2016Semi1
Armenia,Hungary,16,16,5,8,16,12,5,0,6,2016Semi1
Armenia,Croatia,8,9,8,11,7,9,8,2,3,2016Semi1
Armenia,The Netherlands,9,8,7,9,8,7,7,4,4,2016Semi1
Armenia,San Marino,15,13,15,3,15,13,11,0,0,2016Semi1
Armenia,Russia,3,4,3,7,4,4,1,7,12,2016Semi1
Armenia,Czech Republic,5,5,11,5,5,6,9,5,2,2016Semi1
Armenia,Cyprus,14,12,12,15,13,15,3,0,8,2016Semi1
Armenia,Austria,12,14,16,16,14,16,6,0,5,2016Semi1
Armenia,Estonia,10,15,14,12,11,14,12,0,0,2016Semi1
Armenia,Azerbaijan,17,17,17,17,17,17,17,0,0,2016Semi1
Armenia,Montenegro,2,2,2,2,2,2,16,10,0,2016Semi1
Armenia,Iceland,13,11,10,13,12,11,14,0,0,2016Semi1
Armenia,Bosnia & Herzegovina,11,10,13,14,10,10,10,1,1,2016Semi1
Armenia,Malta,1,1,1,1,1,1,2,12,10,2016Semi1
Austria,Finland,6,12,8,2,13,9,14,2,0,2016Semi1
Austria,Greece,15,17,17,16,17,17,11,0,0,2016Semi1
Austria,Moldova,14,13,14,14,14,14,15,0,0,2016Semi1
Austria,Hungary,8,8,9,15,12,11,3,0,8,2016Semi1
Austria,Croatia,3,7,5,8,4,4,5,7,6,2016Semi1
Austria,The Netherlands,1,6,3,7,11,5,2,6,10,2016Semi1
Austria,Armenia,2,4,7,6,9,6,7,5,4,2016Semi1
Austria,San Marino,13,14,11,17,16,15,6,0,5,2016Semi1
Austria,Russia,7,3,4,3,6,3,4,8,7,2016Semi1
Austria,Czech Republic,9,1,2,4,5,2,10,10,1,2016Semi1
Austria,Cyprus,16,11,13,12,10,13,9,0,2,2016Semi1
Austria,Estonia,4,10,12,10,8,10,16,1,0,2016Semi1
Austria,Azerbaijan,10,9,6,9,3,7,12,4,0,2016Semi1
Austria,Montenegro,17,16,16,11,15,16,17,0,0,2016Semi1
Austria,Iceland,12,5,10,5,7,8,8,3,3,2016Semi1
Austria,Bosnia & Herzegovina,11,15,15,13,2,12,1,0,12,2016Semi1
Austria,Malta,5,2,1,1,1,1,13,12,0,2016Semi1
Azerbaijan,Finland,11,13,10,14,11,12,17,0,0,2016Semi1
Azerbaijan,Greece,5,7,5,6,5,5,11,6,0,2016Semi1
Azerbaijan,Moldova,6,5,8,4,6,6,13,5,0,2016Semi1
Azerbaijan,Hungary,4,2,3,3,4,3,4,8,7,2016Semi1
Azerbaijan,Croatia,13,10,9,10,13,11,12,0,0,2016Semi1
Azerbaijan,The Netherlands,15,15,16,16,15,15,7,0,4,2016Semi1
Azerbaijan,Armenia,17,17,17,17,17,17,14,0,0,2016Semi1
Azerbaijan,San Marino,7,8,7,8,7,8,2,3,10,2016Semi1
Azerbaijan,Russia,1,1,2,1,2,1,1,12,12,2016Semi1
Azerbaijan,Czech Republic,10,9,11,11,9,9,8,2,3,2016Semi1
Azerbaijan,Cyprus,16,16,15,15,16,16,10,0,1,2016Semi1
Azerbaijan,Austria,12,14,14,13,14,14,5,0,6,2016Semi1
Azerbaijan,Estonia,9,11,12,9,10,10,9,1,2,2016Semi1
Azerbaijan,Montenegro,3,4,4,5,3,4,16,7,0,2016Semi1
Azerbaijan,Iceland,14,12,13,12,12,13,15,0,0,2016Semi1
Azerbaijan,Bosnia & Herzegovina,2,3,1,2,1,2,6,10,5,2016Semi1
Azerbaijan,Malta,8,6,6,7,8,7,3,4,8,2016Semi1
Bosnia & Herzegovina,Finland,16,11,9,7,17,14,14,0,0,2016Semi1
Bosnia & Herzegovina,Greece,8,10,17,14,7,11,16,0,0,2016Semi1
Bosnia & Herzegovina,Moldova,17,17,15,12,13,16,17,0,0,2016Semi1
Bosnia & Herzegovina,Hungary,5,16,5,13,5,7,10,4,1,2016Semi1
Bosnia & Herzegovina,Croatia,7,8,8,6,9,6,1,5,12,2016Semi1
Bosnia & Herzegovina,The Netherlands,10,5,10,17,11,10,12,1,0,2016Semi1
Bosnia & Herzegovina,Armenia,3,9,1,5,1,4,8,7,3,2016Semi1
Bosnia & Herzegovina,San Marino,2,7,3,1,4,2,11,10,0,2016Semi1
Bosnia & Herzegovina,Russia,4,4,4,2,3,3,4,8,7,2016Semi1
Bosnia & Herzegovina,Czech Republic,1,3,2,3,2,1,7,12,4,2016Semi1
Bosnia & Herzegovina,Cyprus,14,1,16,11,15,13,9,0,2,2016Semi1
Bosnia & Herzegovina,Austria,15,15,13,16,16,17,5,0,6,2016Semi1
Bosnia & Herzegovina,Estonia,13,14,14,10,14,15,15,0,0,2016Semi1
Bosnia & Herzegovina,Azerbaijan,9,2,7,4,8,5,2,6,10,2016Semi1
Bosnia & Herzegovina,Montenegro,6,12,6,15,6,8,3,3,8,2016Semi1
Bosnia & Herzegovina,Iceland,11,13,12,9,12,12,13,0,0,2016Semi1
Bosnia & Herzegovina,Malta,12,6,11,8,10,9,6,2,5,2016Semi1
Croatia,Finland,8,12,15,11,15,14,15,0,0,2016Semi1
Croatia,Greece,17,16,17,17,16,17,17,0,0,2016Semi1
Croatia,Moldova,15,10,11,9,10,11,16,0,0,2016Semi1
Croatia,Hungary,5,7,5,2,3,3,3,8,8,2016Semi1
Croatia,The Netherlands,1,15,8,16,5,9,6,2,5,2016Semi1
Croatia,Armenia,12,3,7,3,7,6,8,5,3,2016Semi1
Croatia,San Marino,16,14,16,10,9,15,12,0,0,2016Semi1
Croatia,Russia,11,2,3,5,8,5,2,6,10,2016Semi1
Croatia,Czech Republic,7,1,1,1,1,1,7,12,4,2016Semi1
Croatia,Cyprus,4,5,2,7,2,2,9,10,2,2016Semi1
Croatia,Austria,10,13,13,13,12,13,4,0,7,2016Semi1
Croatia,Estonia,9,9,12,15,14,12,14,0,0,2016Semi1
Croatia,Azerbaijan,6,6,6,8,11,8,13,3,0,2016Semi1
Croatia,Montenegro,14,17,14,14,17,16,5,0,6,2016Semi1
Croatia,Iceland,3,11,10,12,13,10,11,1,0,2016Semi1
Croatia,Bosnia & Herzegovina,13,4,9,4,6,7,1,4,12,2016Semi1
Croatia,Malta,2,8,4,6,4,4,10,7,1,2016Semi1
Cyprus,Finland,14,9,10,13,8,12,11,0,0,2016Semi1
Cyprus,Greece,15,4,4,17,5,8,1,3,12,2016Semi1
Cyprus,Moldova,10,14,16,10,14,15,9,0,2,2016Semi1
Cyprus,Hungary,12,2,6,12,3,5,5,6,6,2016Semi1
Cyprus,Croatia,4,7,7,5,7,4,10,7,1,2016Semi1
Cyprus,The Netherlands,16,11,8,14,12,14,7,0,4,2016Semi1
Cyprus,Armenia,6,1,5,6,1,2,4,10,7,2016Semi1
Cyprus,San Marino,17,16,17,2,17,16,12,0,0,2016Semi1
Cyprus,Russia,1,3,1,1,2,1,2,12,10,2016Semi1
Cyprus,Czech Republic,8,6,14,3,6,6,14,5,0,2016Semi1
Cyprus,Austria,13,8,9,11,9,9,8,2,3,2016Semi1
Cyprus,Estonia,11,12,3,15,11,11,16,0,0,2016Semi1
Cyprus,Azerbaijan,2,10,12,4,13,7,3,4,8,2016Semi1
Cyprus,Montenegro,9,17,13,16,15,17,17,0,0,2016Semi1
Cyprus,Iceland,7,13,11,9,10,10,13,1,0,2016Semi1
Cyprus,Bosnia & Herzegovina,3,15,15,7,16,13,15,0,0,2016Semi1
Cyprus,Malta,5,5,2,8,4,3,6,8,5,2016Semi1
Czech Republic,Finland,5,5,12,1,4,4,17,7,0,2016Semi1
Czech Republic,Greece,12,13,15,16,16,17,15,0,0,2016Semi1
Czech Republic,Moldova,17,11,10,13,8,11,14,0,0,2016Semi1
Czech Republic,Hungary,1,1,1,2,1,1,5,12,6,2016Semi1
Czech Republic,Croatia,6,4,7,5,7,5,9,6,2,2016Semi1
Czech Republic,The Netherlands,2,2,2,3,2,2,8,10,3,2016Semi1
Czech Republic,Armenia,16,12,11,12,10,12,1,0,12,2016Semi1
Czech Republic,San Marino,7,14,16,9,17,13,13,0,0,2016Semi1
Czech Republic,Russia,15,17,6,14,11,14,3,0,8,2016Semi1
Czech Republic,Cyprus,3,16,13,15,5,10,7,1,4,2016Semi1
Czech Republic,Austria,8,8,5,4,6,6,6,5,5,2016Semi1
Czech Republic,Estonia,13,10,9,17,15,15,12,0,0,2016Semi1
Czech Republic,Azerbaijan,9,9,8,11,9,8,2,3,10,2016Semi1
Czech Republic,Montenegro,14,15,17,10,13,16,16,0,0,2016Semi1
Czech Republic,Iceland,4,6,3,8,12,7,11,4,0,2016Semi1
Czech Republic,Bosnia & Herzegovina,10,7,14,7,14,9,4,2,7,2016Semi1
Czech Republic,Malta,11,3,4,6,3,3,10,8,1,2016Semi1
Estonia,Finland,12,2,9,11,17,11,4,0,7,2016Semi1
Estonia,Greece,16,17,17,7,14,15,16,0,0,2016Semi1
Estonia,Moldova,14,9,10,13,13,13,13,0,0,2016Semi1
Estonia,Hungary,5,6,7,14,4,6,6,5,5,2016Semi1
Estonia,Croatia,9,15,11,4,1,8,12,3,0,2016Semi1
Estonia,The Netherlands,1,7,2,1,6,1,3,12,8,2016Semi1
Estonia,Armenia,11,12,4,6,7,9,10,2,1,2016Semi1
Estonia,San Marino,13,16,16,16,11,16,7,0,4,2016Semi1
Estonia,Russia,10,4,8,9,12,10,1,1,12,2016Semi1
Estonia,Czech Republic,7,14,1,3,10,5,14,6,0,2016Semi1
Estonia,Cyprus,4,3,5,8,2,2,5,10,6,2016Semi1
Estonia,Austria,2,13,13,17,15,14,2,0,10,2016Semi1
Estonia,Azerbaijan,8,1,6,5,8,4,11,7,0,2016Semi1
Estonia,Montenegro,15,10,14,12,3,12,15,0,0,2016Semi1
Estonia,Iceland,6,5,12,10,5,7,8,4,3,2016Semi1
Estonia,Bosnia & Herzegovina,17,11,15,15,16,17,17,0,0,2016Semi1
Estonia,Malta,3,8,3,2,9,3,9,8,2,2016Semi1
Finland,Greece,16,17,17,15,17,17,16,0,0,2016Semi1
Finland,Moldova,8,16,15,14,9,14,17,0,0,2016Semi1
Finland,Hungary,7,15,14,12,6,12,7,0,4,2016Semi1
Finland,Croatia,5,4,10,7,10,6,9,5,2,2016Semi1
Finland,The Netherlands,1,1,7,5,1,1,5,12,6,2016Semi1
Finland,Armenia,6,3,6,8,7,4,10,7,1,2016Semi1
Finland,San Marino,15,12,11,2,12,11,8,0,3,2016Semi1
Finland,Russia,10,5,2,11,2,5,3,6,8,2016Semi1
Finland,Czech Republic,3,2,5,6,3,2,11,10,0,2016Semi1
Finland,Cyprus,11,13,9,13,13,13,4,0,7,2016Semi1
Finland,Austria,2,6,13,1,15,8,2,3,10,2016Semi1
Finland,Estonia,12,8,12,4,11,10,1,1,12,2016Semi1
Finland,Azerbaijan,9,9,4,10,5,9,15,2,0,2016Semi1
Finland,Montenegro,17,11,16,16,14,16,14,0,0,2016Semi1
Finland,Iceland,13,7,3,9,4,7,6,4,5,2016Semi1
Finland,Bosnia & Herzegovina,14,14,8,17,16,15,12,0,0,2016Semi1
Finland,Malta,4,10,1,3,8,3,13,8,0,2016Semi1
France,Finland,12,8,13,9,13,12,18,0,0,2016Semi1
France,Greece,16,18,15,13,7,15,14,0,0,2016Semi1
France,Moldova,14,17,8,15,2,13,9,0,2,2016Semi1
France,Hungary,7,2,5,14,6,6,4,5,7,2016Semi1
France,Croatia,3,11,4,8,8,5,10,6,1,2016Semi1
France,The Netherlands,1,10,6,5,1,3,7,8,4,2016Semi1
France,Armenia,9,4,3,11,11,8,1,3,12,2016Semi1
France,San Marino,15,16,18,17,12,16,13,0,0,2016Semi1
France,Russia,11,7,9,10,3,9,3,2,8,2016Semi1
France,Czech Republic,10,9,11,3,15,10,8,1,3,2016Semi1
France,Cyprus,8,12,2,4,10,7,6,4,5,2016Semi1
France,Austria,2,3,1,2,5,1,2,12,10,2016Semi1
France,Estonia,6,13,10,6,14,11,15,0,0,2016Semi1
France,Azerbaijan,5,6,12,7,4,4,16,7,0,2016Semi1
France,Montenegro,17,14,16,16,17,17,17,0,0,2016Semi1
France,Iceland,13,5,14,12,16,14,11,0,0,2016Semi1
France,Bosnia & Herzegovina,18,15,17,18,18,18,5,0,6,2016Semi1
France,Malta,4,1,7,1,9,2,12,10,0,2016Semi1
Greece,Finland,17,16,17,12,14,17,16,0,0,2016Semi1
Greece,Moldova,9,9,7,10,10,8,11,3,0,2016Semi1
Greece,Hungary,5,3,9,11,4,4,4,7,7,2016Semi1
Greece,Croatia,16,10,16,6,17,14,7,0,4,2016Semi1
Greece,The Netherlands,2,13,15,3,15,10,9,1,2,2016Semi1
Greece,Armenia,3,5,2,2,2,2,3,10,8,2016Semi1
Greece,San Marino,14,17,14,14,13,16,5,0,6,2016Semi1
Greece,Russia,1,1,1,1,3,1,2,12,10,2016Semi1
Greece,Czech Republic,10,4,13,15,8,11,8,0,3,2016Semi1
Greece,Cyprus,4,2,4,5,1,3,1,8,12,2016Semi1
Greece,Austria,15,11,3,13,5,9,6,2,5,2016Semi1
Greece,Estonia,11,15,10,4,12,12,14,0,0,2016Semi1
Greece,Azerbaijan,6,8,8,7,7,6,12,5,0,2016Semi1
Greece,Montenegro,7,6,6,8,6,5,17,6,0,2016Semi1
Greece,Iceland,12,14,11,16,11,13,15,0,0,2016Semi1
Greece,Bosnia & Herzegovina,13,12,12,17,16,15,13,0,0,2016Semi1
Greece,Malta,8,7,5,9,9,7,10,4,1,2016Semi1
Hungary,Finland,9,8,12,4,2,7,10,4,1,2016Semi1
Hungary,Greece,12,16,13,13,6,14,16,0,0,2016Semi1
Hungary,Moldova,6,12,16,16,7,13,15,0,0,2016Semi1
Hungary,Croatia,5,9,8,6,11,8,12,3,0,2016Semi1
Hungary,The Netherlands,7,4,7,8,8,5,5,6,6,2016Semi1
Hungary,Armenia,8,2,9,3,12,6,9,5,2,2016Semi1
Hungary,San Marino,17,17,17,17,17,17,6,0,5,2016Semi1
Hungary,Russia,4,3,5,2,5,2,2,10,10,2016Semi1
Hungary,Czech Republic,3,5,4,7,1,3,8,8,3,2016Semi1
Hungary,Cyprus,10,7,6,14,13,9,4,2,7,2016Semi1
Hungary,Austria,15,13,15,5,9,12,3,0,8,2016Semi1
Hungary,Estonia,11,15,10,12,4,11,11,0,0,2016Semi1
Hungary,Azerbaijan,1,6,1,11,3,4,1,7,12,2016Semi1
Hungary,Montenegro,13,14,14,15,16,16,17,0,0,2016Semi1
Hungary,Iceland,14,10,3,10,14,10,13,1,0,2016Semi1
Hungary,Bosnia & Herzegovina,16,11,11,9,15,15,14,0,0,2016Semi1
Hungary,Malta,2,1,2,1,10,1,7,12,4,2016Semi1
Iceland,Finland,15,10,6,16,13,15,9,0,2,2016Semi1
Iceland,Greece,16,12,7,8,16,14,16,0,0,2016Semi1
Iceland,Moldova,11,6,12,9,15,12,11,0,0,2016Semi1
Iceland,Hungary,12,16,3,11,7,9,5,2,6,2016Semi1
Iceland,Croatia,8,5,10,1,2,4,12,7,0,2016Semi1
Iceland,The Netherlands,2,1,2,3,1,1,2,12,10,2016Semi1
Iceland,Armenia,7,7,5,7,12,6,8,5,3,2016Semi1
Iceland,San Marino,6,3,15,14,14,11,10,0,1,2016Semi1
Iceland,Russia,1,2,1,5,10,2,1,10,12,2016Semi1
Iceland,Czech Republic,3,4,4,4,9,3,13,8,0,2016Semi1
Iceland,Cyprus,9,13,9,12,8,10,6,1,5,2016Semi1
Iceland,Austria,10,8,8,2,11,7,3,4,8,2016Semi1
Iceland,Estonia,13,17,11,13,4,13,14,0,0,2016Semi1
Iceland,Azerbaijan,5,11,14,10,6,8,4,3,7,2016Semi1
Iceland,Montenegro,14,14,16,17,3,16,17,0,0,2016Semi1
Iceland,Bosnia & Herzegovina,17,15,17,15,17,17,15,0,0,2016Semi1
Iceland,Malta,4,9,13,6,5,5,7,6,4,2016Semi1
Malta,Finland,11,8,9,4,7,6,13,5,0,2016Semi1
Malta,Greece,5,7,16,17,8,11,16,0,0,2016Semi1
Malta,Moldova,10,13,6,8,5,7,11,4,0,2016Semi1
Malta,Hungary,13,9,13,10,13,13,3,0,8,2016Semi1
Malta,Croatia,15,17,14,14,9,17,12,0,0,2016Semi1
Malta,The Netherlands,16,12,4,13,14,14,4,0,7,2016Semi1
Malta,Armenia,2,1,1,2,1,1,7,12,4,2016Semi1
Malta,San Marino,9,3,7,5,12,5,6,6,5,2016Semi1
Malta,Russia,1,2,3,1,3,2,1,10,12,2016Semi1
Malta,Czech Republic,12,6,11,6,11,8,9,3,2,2016Semi1
Malta,Cyprus,8,14,2,3,2,3,5,8,6,2016Semi1
Malta,Austria,7,11,10,7,17,10,10,1,1,2016Semi1
Malta,Estonia,6,16,8,9,10,9,14,2,0,2016Semi1
Malta,Azerbaijan,14,15,12,16,6,15,2,0,10,2016Semi1
Malta,Montenegro,4,5,5,12,4,4,17,7,0,2016Semi1
Malta,Iceland,3,10,15,15,15,12,8,0,3,2016Semi1
Malta,Bosnia & Herzegovina,17,4,17,11,16,16,15,0,0,2016Semi1
Moldova,Finland,11,15,12,10,13,14,13,0,0,2016Semi1
Moldova,Greece,15,14,14,11,16,15,14,0,0,2016Semi1
Moldova,Hungary,5,6,13,5,4,8,5,3,6,2016Semi1
Moldova,Croatia,9,8,8,1,6,6,9,5,2,2016Semi1
Moldova,The Netherlands,10,2,2,7,12,7,11,4,0,2016Semi1
Moldova,Armenia,2,3,9,4,1,2,3,10,8,2016Semi1
Moldova,San Marino,12,16,15,17,15,16,7,0,4,2016Semi1
Moldova,Russia,1,1,5,2,2,1,2,12,10,2016Semi1
Moldova,Czech Republic,8,7,1,3,5,3,8,8,3,2016Semi1
Moldova,Cyprus,4,4,10,6,3,4,15,7,0,2016Semi1
Moldova,Austria,7,12,11,15,14,13,4,0,7,2016Semi1
Moldova,Estonia,13,5,3,8,8,9,10,2,1,2016Semi1
Moldova,Azerbaijan,6,13,16,12,11,12,1,0,12,2016Semi1
Moldova,Montenegro,17,17,17,16,17,17,16,0,0,2016Semi1
Moldova,Iceland,16,11,6,14,9,11,17,0,0,2016Semi1
Moldova,Bosnia & Herzegovina,14,10,7,13,10,10,12,1,0,2016Semi1
Moldova,Malta,3,9,4,9,7,5,6,6,5,2016Semi1
Montenegro,Finland,12,16,14,15,17,16,12,0,0,2016Semi1
Montenegro,Greece,9,7,6,9,7,8,14,3,0,2016Semi1
Montenegro,Moldova,16,13,17,12,14,15,17,0,0,2016Semi1
Montenegro,Hungary,11,11,10,6,13,10,5,1,6,2016Semi1
Montenegro,Croatia,3,4,8,2,6,4,3,7,8,2016Semi1
Montenegro,The Netherlands,6,8,7,14,10,9,13,2,0,2016Semi1
Montenegro,Armenia,1,2,3,1,2,1,8,12,3,2016Semi1
Montenegro,San Marino,15,15,15,17,16,17,9,0,2,2016Semi1
Montenegro,Russia,2,6,1,5,3,3,2,8,10,2016Semi1
Montenegro,Czech Republic,10,5,5,7,8,7,10,4,1,2016Semi1
Montenegro,Cyprus,8,10,12,11,15,11,6,0,5,2016Semi1
Montenegro,Austria,17,17,13,13,11,14,11,0,0,2016Semi1
Montenegro,Estonia,13,14,16,10,12,13,16,0,0,2016Semi1
Montenegro,Azerbaijan,5,9,4,8,5,6,4,5,7,2016Semi1
Montenegro,Iceland,14,12,11,16,9,12,15,0,0,2016Semi1
Montenegro,Bosnia & Herzegovina,7,3,9,4,4,5,1,6,12,2016Semi1
Montenegro,Malta,4,1,2,3,1,2,7,10,4,2016Semi1
Russia,Finland,17,17,17,-,13,17,17,0,0,2016Semi1
Russia,Greece,4,7,5,-,5,4,8,7,3,2016Semi1
Russia,Moldova,9,8,8,-,4,5,6,6,5,2016Semi1
Russia,Hungary,13,9,9,-,2,7,5,4,6,2016Semi1
Russia,Croatia,3,16,13,-,8,10,7,1,4,2016Semi1
Russia,The Netherlands,7,13,7,-,14,11,11,0,0,2016Semi1
Russia,Armenia,2,1,1,-,3,1,1,12,12,2016Semi1
Russia,San Marino,11,15,15,-,16,16,13,0,0,2016Semi1
Russia,Czech Republic,14,3,4,-,9,6,10,5,1,2016Semi1
Russia,Cyprus,16,10,11,-,10,13,3,0,8,2016Semi1
Russia,Austria,6,14,14,-,11,12,2,0,10,2016Semi1
Russia,Estonia,8,4,10,-,17,9,12,2,0,2016Semi1
Russia,Azerbaijan,1,5,3,-,1,2,4,10,7,2016Semi1
Russia,Montenegro,15,6,6,-,7,8,16,3,0,2016Semi1
Russia,Iceland,12,11,12,-,12,14,14,0,0,2016Semi1
Russia,Bosnia & Herzegovina,10,12,16,-,15,15,15,0,0,2016Semi1
Russia,Malta,5,2,2,-,6,3,9,8,2,2016Semi1
San Marino,Finland,17,14,16,17,2,16,15,0,0,2016Semi1
San Marino,Greece,11,7,15,1,17,14,16,0,0,2016Semi1
San Marino,Moldova,13,12,14,9,6,15,13,0,0,2016Semi1
San Marino,Hungary,10,11,9,8,10,12,4,0,7,2016Semi1
San Marino,Croatia,6,3,11,10,16,10,12,1,0,2016Semi1
San Marino,The Netherlands,1,1,3,4,5,1,5,12,6,2016Semi1
San Marino,Armenia,14,10,5,11,7,11,3,0,8,2016Semi1
San Marino,Russia,7,17,2,2,15,8,1,3,12,2016Semi1
San Marino,Czech Republic,15,2,1,16,8,7,9,4,2,2016Semi1
San Marino,Cyprus,5,8,6,3,11,3,6,8,5,2016Semi1
San Marino,Austria,9,4,10,14,14,13,8,0,3,2016Semi1
San Marino,Estonia,16,16,17,15,13,17,14,0,0,2016Semi1
San Marino,Azerbaijan,2,13,12,7,4,5,2,6,10,2016Semi1
San Marino,Montenegro,4,9,4,6,9,2,17,10,0,2016Semi1
San Marino,Iceland,8,6,7,13,3,4,10,7,1,2016Semi1
San Marino,Bosnia & Herzegovina,3,5,13,12,12,9,7,2,4,2016Semi1
San Marino,Malta,12,15,8,5,1,6,11,5,0,2016Semi1
Spain,Finland,9,8,10,5,10,8,14,3,0,2016Semi1
Spain,Greece,15,16,17,18,17,17,15,0,0,2016Semi1
Spain,Moldova,13,13,16,10,14,14,13,0,0,2016Semi1
Spain,Hungary,4,1,2,2,4,2,6,10,5,2016Semi1
Spain,Croatia,12,7,11,14,8,11,9,0,2,2016Semi1
Spain,The Netherlands,1,10,9,1,13,7,5,4,6,2016Semi1
Spain,Armenia,2,2,1,3,2,1,2,12,10,2016Semi1
Spain,San Marino,18,18,18,17,16,18,12,0,0,2016Semi1
Spain,Russia,11,6,3,4,1,3,3,8,8,2016Semi1
Spain,Czech Republic,7,3,7,6,5,5,4,6,7,2016Semi1
Spain,Cyprus,8,12,14,7,7,10,8,1,3,2016Semi1
Spain,Austria,10,14,8,11,9,12,1,0,12,2016Semi1
Spain,Estonia,14,9,15,12,12,13,11,0,0,2016Semi1
Spain,Azerbaijan,6,4,4,13,3,6,17,5,0,2016Semi1
Spain,Montenegro,16,17,12,16,18,16,18,0,0,2016Semi1
Spain,Iceland,5,11,6,9,11,9,7,2,4,2016Semi1
Spain,Bosnia & Herzegovina,17,15,13,15,15,15,16,0,0,2016Semi1
Spain,Malta,3,5,5,8,6,4,10,7,1,2016Semi1
Sweden,Finland,10,9,1,7,9,7,5,4,6,2016Semi1
Sweden,Greece,15,15,18,9,18,16,15,0,0,2016Semi1
Sweden,Moldova,18,14,9,15,12,14,17,0,0,2016Semi1
Sweden,Hungary,6,10,17,11,11,13,7,0,4,2016Semi1
Sweden,Croatia,4,8,16,6,7,8,10,3,1,2016Semi1
Sweden,The Netherlands,5,7,15,3,1,5,2,6,10,2016Semi1
Sweden,Armenia,1,3,6,13,10,6,8,5,3,2016Semi1
Sweden,San Marino,17,18,10,14,17,18,11,0,0,2016Semi1
Sweden,Russia,2,2,3,2,2,1,3,12,8,2016Semi1
Sweden,Czech Republic,3,5,5,8,8,4,13,7,0,2016Semi1
Sweden,Cyprus,14,13,7,12,5,10,9,1,2,2016Semi1
Sweden,Austria,9,17,14,4,6,9,4,2,7,2016Semi1
Sweden,Estonia,12,6,4,16,16,12,14,0,0,2016Semi1
Sweden,Azerbaijan,11,1,8,1,3,3,16,8,0,2016Semi1
